price,source_url,seats,name,year,typeOfCar,condition,origin,km_driven,city,transmission,fuels
645000000,https://oto.com.vn/mua-ban-xe-toyota-fortuner-dong-nai/can-ban-mt-nam-san-xuat-2017-mau-nau-aidxc9143507,7," Toyota Fortuner 2.4 MT 4x2 2017 - 645 triệu
            ", 2017, SUV, Đã qua sử dụng, Trong nước, 60.000 km, Đồng Nai, Số tay, Diesel
550000000,https://oto.com.vn/mua-ban-xe-toyota-venza-da-nang/can-ban-gap-27-awd-at-nam-san-xuat-2009-nhap-khau-nguyen-chiec-aidxc9057924,5," Toyota Venza 2.7 AWD AT 2009 - 550 triệu
            ", 2009, SUV, Đã qua sử dụng, Nhập khẩu, 100.000 km, Đà Nẵng, Số tự động, Xăng
670000000,https://oto.com.vn/mua-ban-xe-toyota-fortuner-ha-noi/ban-25g-4x2mt-san-xuat-2016-mau-den-gia-670tr-aidxc9058339,7," Toyota Fortuner 2.5G 4x2MT 2016 - 670 triệu
            ", 2016, SUV, Đã qua sử dụng, Trong nước, 62.000 km, Hà Nội, Số tay, Diesel
1205000000,https://oto.com.vn/mua-ban-xe-toyota-camry-bac-giang/can-ban-gap-25q-nam-2021-mau-den-nhap-khau-nguyen-chiec-aidxc11825011,5," Toyota Camry 2.5Q 2021 - 1 tỉ 205 triệu
            ", 2021, Sedan, Đã qua sử dụng, Nhập khẩu, 10.000 km, Bắc Giang, Số tự động, Xăng
325000000,https://oto.com.vn/mua-ban-xe-toyota-yaris-dong-nai/can-ban-gap-15at-san-xuat-2011-mau-bac-aidxc11835016,5," Toyota Yaris 1.5G 2011 - 325 triệu
            ", 2011, Hatchback, Đã qua sử dụng, Trong nước, 86.000 km, Đồng Nai, Số tự động, Xăng
428000000,https://oto.com.vn/mua-ban-xe-toyota-innova-hcm/ban-o-to-20g-nam-2014-mau-bac-so-tu-dong-aidxc9143604,8," Toyota Innova 2.0G 2014 - 428 triệu
            ", 2014, MPV, Đã qua sử dụng, Trong nước, 42.000 km, Tp.HCM, Số tự động, Xăng
52000000,https://oto.com.vn/mua-ban-xe-toyota-corolla-hcm/ban-o-to-mt-san-xuat-nam-1990-mau-trang-aidxc11835460,5," Toyota Corolla 1990 - 52 triệu
            ", 1990, Sedan, Đã qua sử dụng, Nhập khẩu, 300.000 km, Tp.HCM, Số tay, Xăng
385000000,https://oto.com.vn/mua-ban-xe-toyota-camry-bac-ninh/ban-24g-nam-2009-mau-den-gia-385tr-aidxc10857884,5," Toyota Camry 2.4G 2009 - 385 triệu
            ", 2009, Sedan, Đã qua sử dụng, Trong nước, 80.000 km, Bắc Ninh, Số tự động, Xăng
4880000000,https://oto.com.vn/mua-ban-xe-toyota-land-cruiser-ha-noi/ban-xe-vx-46-v8-san-xuat-nam-2020-mau-den-nhap-khau-nguyen-chiec-aidxc10921673,7," Toyota Land Cruiser VX 4.6 V8 2020 - 4 tỉ 880 triệu
            ", 2020, SUV, Đã qua sử dụng, Nhập khẩu, 25.000 km, Hà Nội, Số tự động, Xăng
740000000,https://oto.com.vn/mua-ban-xe-toyota-innova-hcm/can-ban-20g-nam-2020-mau-trang-aidxc9131579,8," Toyota Innova 2.0G 2020 - 740 triệu
            ", 2020, MPV, Đã qua sử dụng, Trong nước, 45.000 km, Tp.HCM, Số tự động, Xăng
380000000,https://oto.com.vn/mua-ban-xe-toyota-innova-hung-yen/can-ban-lai-xe-20e-nam-2016-mau-bac-aidxc10950521,8," Toyota Innova 2.0E 2016 - 380 triệu
            ", 2016, MPV, Đã qua sử dụng, Trong nước, 100.000 km, Hưng Yên, Số tay, Xăng
1550000000,https://oto.com.vn/mua-ban-xe-toyota-land-cruiser-ha-noi/can-ban-xe-vx-46-v8-san-xuat-2008-mau-den-xe-nhap-aidxc10950650,7," Toyota Land Cruiser VX 4.6 V8 2008 - 1 tỉ 550 triệu
            ", 2008, SUV, Đã qua sử dụng, Nhập khẩu, 15.000 km, Hà Nội, Số tự động, Xăng
520000000,https://oto.com.vn/mua-ban-xe-toyota-yaris-hcm/can-ban-lai-xe-15g-san-xuat-nam-2017-mau-do-nhap-khau-thai-lan-aidxc9172294,5," Toyota Yaris 1.5G 2017 - 520 triệu
            ", 2017, Hatchback, Đã qua sử dụng, Nhập khẩu, 13.000 km, Tp.HCM, Số tự động, Xăng
98000000,https://oto.com.vn/mua-ban-xe-toyota-corolla-long-an/can-ban-xe-mt-nam-2001-mau-trang-aidxc9356441,4," Toyota Corolla 2001 - 98 triệu
            ", 2001, Sedan, Đã qua sử dụng, Trong nước, 160.000 km, Long An, Số tay, Xăng
250000000,https://oto.com.vn/mua-ban-xe-toyota-innova-binh-duong/xe-g-san-xuat-nam-2008-mau-bac-aidxc11186743,8," Toyota Innova 2.0G 2008 - 250 triệu
            ", 2008, MPV, Đã qua sử dụng, Trong nước, 140.000 km, Bình Dương, Số tay, Xăng
525000000,https://oto.com.vn/mua-ban-xe-toyota-corolla-altis-ha-noi/ban-18g-nam-2014-mau-nau-aidxc10793553,5," Toyota Corolla Altis 1.8G 2014 - 525 triệu
            ", 2014, Sedan, Đã qua sử dụng, Trong nước, 72.000 km, Hà Nội, Số tự động, Xăng
565000000,https://oto.com.vn/mua-ban-xe-toyota-fortuner-hcm/can-ban-27v-4x2-at-nam-san-xuat-2012-mau-bac-aidxc10793903,7," Toyota Fortuner 2.7 V 4X2 AT 2012 - 565 triệu
            ", 2012, SUV, Đã qua sử dụng, Trong nước, 65.000 km, Tp.HCM, Số tự động, Xăng
756000000,https://oto.com.vn/mua-ban-xe-toyota-fortuner-phu-tho/can-ban-gap-24g-4x2-mt-nam-2017-mau-den-nhap-khau-aidxc10793964,8," Toyota Fortuner 2.4G 4x2 2017 - 756 triệu
            ", 2017, SUV, Đã qua sử dụng, Nhập khẩu, 80.000 km, Phú Thọ, Số tay, Xăng
485000000,https://oto.com.vn/mua-ban-xe-toyota-vios-can-tho/ban-g-san-xuat-nam-2019-mau-bac-gia-chi-485-trieu-aidxc11748295,5," Toyota Vios 1.5G AT 2019 - 485 triệu
            ", 2019, Sedan, Đã qua sử dụng, Trong nước, 36.000 km, Cần Thơ, Số tự động, Xăng
930000000,https://oto.com.vn/mua-ban-xe-toyota-camry-hcm/ban-20g-san-xuat-2019-mau-den-nhap-khau-aidxc11748348,5," Toyota Camry 2.0G 2019 - 930 triệu
            ", 2019, Sedan, Đã qua sử dụng, Nhập khẩu, 40.000 km, Tp.HCM, Số tự động, Xăng
680000000,https://oto.com.vn/mua-ban-xe-toyota-camry-ha-noi/ban-o-to-le-25-nam-2011-mau-den-nhap-khau-nguyen-chiec-aidxc10804478,5," Toyota Camry LE 2.5 2011 - 680 triệu
            ", 2011, Sedan, Đã qua sử dụng, Nhập khẩu, 90.000 km, Hà Nội, Số tự động, Xăng
538000000,https://oto.com.vn/mua-ban-xe-toyota-yaris-ha-noi/xe-15g-nam-san-xuat-2017-mau-trang-nhap-khau-nguyen-chiec-gia-canh-tranh-aidxc10804659,5," Toyota Yaris 1.5G 2017 - 538 triệu
            ", 2017, Hatchback, Đã qua sử dụng, Nhập khẩu, 38.000 km, Hà Nội, Số tự động, Xăng
535000000,https://oto.com.vn/mua-ban-xe-toyota-yaris-ha-noi/ban-15g-san-xuat-nam-2017-mau-trang-nhap-khau-gia-tot-aidxc10857573,5," Toyota Yaris 1.5G 2017 - 535 triệu
            ", 2017, Hatchback, Đã qua sử dụng, Nhập khẩu, 38.020 km, Hà Nội, Số tự động, Xăng
220000000,https://oto.com.vn/mua-ban-xe-toyota-zace-dong-nai/ban-mt-san-xuat-2005-mau-bac-con-moi-aidxc11758050,8," Toyota Zace 2005 - 220 triệu
            ", 2005, SUV, Đã qua sử dụng, Trong nước, 100.000 km, Đồng Nai, Số tay, Xăng
605000000,https://oto.com.vn/mua-ban-xe-toyota-yaris-ha-noi/ban-xe-15g-nam-2018-mau-trang-gia-tot-aid1xc4028145,5," Toyota Yaris 1.5G 2018 - 605 triệu
            ", 2018, Hatchback, Đã qua sử dụng, Trong nước, 20.000 km, Hà Nội, Số tự động, Xăng
530000000,https://oto.com.vn/mua-ban-xe-toyota-innova-hcm/ban-xe-20e-nam-san-xuat-2018-mau-nau-aidxc10693113,8," Toyota Innova 2.0E 2018 - 530 triệu
            ", 2018, MPV, Đã qua sử dụng, Trong nước, 95.000 km, Tp.HCM, Số tay, Xăng
405000000,https://oto.com.vn/mua-ban-xe-toyota-vios-thai-binh/can-ban-15-e-cvt-san-xuat-2018-mau-vang-cat-aidxc10693203,5," Toyota Vios 1.5 E CVT 2018 - 405 triệu
            ", 2018, Sedan, Đã qua sử dụng, Trong nước, 32.000 km, Thái Bình, Số tự động, Xăng
320000000,https://oto.com.vn/mua-ban-xe-toyota-wigo-ha-noi/ban-xe-12-g-at-san-xuat-nam-2018-mau-do-aidxc10713233,5," Toyota Wigo 1.2 G AT 2018 - 320 triệu
            ", 2018, Hatchback, Đã qua sử dụng, Trong nước, 40.000 km, Hà Nội, Số tự động, Xăng
535000000,https://oto.com.vn/mua-ban-xe-toyota-camry-hau-giang/can-ban-gap-le-35-san-xuat-2007-mau-den-nhap-khau-nguyen-chiec-gia-chi-535-trieu-aidxc11207031,4," Toyota Camry 3.5Q 2007 - 535 triệu
            ", 2007, Sedan, Đã qua sử dụng, Nhập khẩu, 123.456 km, Hậu Giang, Số tự động, Xăng
455000000,https://oto.com.vn/mua-ban-xe-toyota-avanza-binh-duong/can-ban-xe-15g-at-san-xuat-nam-2018-mau-bac-xe-nhap-xe-gia-dinh-aidxc9305811,7," Toyota Avanza 1.5G AT 2018 - 455 triệu
            ", 2018, MPV, Đã qua sử dụng, Nhập khẩu, 50.000 km, Bình Dương, Số tự động, Xăng
645000000,https://oto.com.vn/mua-ban-xe-toyota-yaris-hcm/ban-15g-nam-san-xuat-2021-mau-do-xe-nhap-aidxc11348741,5," Toyota Yaris 1.5G 2021 - 645 triệu
            ", 2021, Hatchback, Đã qua sử dụng, Nhập khẩu, 4.000 km, Tp.HCM, Số tự động, Xăng
345000000,https://oto.com.vn/mua-ban-xe-toyota-corolla-altis-ha-noi/can-ban-lai-xe-18g-nam-san-xuat-2009-mau-bac-aidxc9305870,5," Toyota Corolla Altis 1.8G 2009 - 345 triệu
            ", 2009, Sedan, Đã qua sử dụng, Trong nước, 130.000 km, Hà Nội, Số tự động, Xăng
135000000,https://oto.com.vn/mua-ban-xe-toyota-zace-binh-duong/xe-gl-nam-2000-mau-xanh-lam-xe-nhap-con-moi-135-trieu-aidxc11738876,8," Toyota Zace 2000 - 135 triệu
            ", 2000, SUV, Đã qua sử dụng, Nhập khẩu, 300.000 km, Bình Dương, Số tay, Xăng
438000000,https://oto.com.vn/mua-ban-xe-toyota-yaris-ha-noi/ban-xe-at-san-xuat-2014-mau-trang-xe-nhap-gia-chi-438-trieu-aid1xc3479403,5," Toyota Yaris 1.3G 2014 - 438 triệu
            ", 2014, Hatchback, Đã qua sử dụng, Nhập khẩu, 70.000 km, Hà Nội, Số tự động, Xăng
310000000,https://oto.com.vn/mua-ban-xe-toyota-vios-ha-noi/can-ban-lai-xe-15e-mt-nam-2014-mau-vang-310-trieu-aidxc9413951,5," Toyota Vios 1.5E MT 2014 - 310 triệu
            ", 2014, Sedan, Đã qua sử dụng, Trong nước, 95.000 km, Hà Nội, Số tay, Xăng
1265000000,https://oto.com.vn/mua-ban-xe-toyota-camry-ha-noi/ban-o-to-25q-nam-2021-mau-trang-xe-nhap-aidxc9413668,5," Toyota Camry 2.5Q 2021 - 1 tỉ 265 triệu
            ", 2021, Sedan, Đã qua sử dụng, Nhập khẩu, 9.000 km, Hà Nội, Số tự động, Xăng
365000000,https://oto.com.vn/mua-ban-xe-toyota-corolla-altis-ha-noi/can-ban-18-g-at-san-xuat-nam-2009-mau-den-gia-chi-365-trieu-aidxc11267899,5," Toyota Corolla Altis 1.8G AT 2009 - 365 triệu
            ", 2009, Sedan, Đã qua sử dụng, Trong nước, 90.000 km, Hà Nội, Số tự động, Xăng
385000000,https://oto.com.vn/mua-ban-xe-toyota-innova-dong-nai/ban-20e-nam-2014-mau-bac-aidxc11288448,8," Toyota Innova 2.0E 2014 - 385 triệu
            ", 2014, MPV, Đã qua sử dụng, Trong nước, 81.000 km, Đồng Nai, Số tay, Xăng
630000000,https://oto.com.vn/mua-ban-xe-toyota-innova-hcm/can-ban-gap-20g-at-nam-san-xuat-2018-mau-xam-aidxc11288555,7," Toyota Innova 2.0G 2018 - 630 triệu
            ", 2018, MPV, Đã qua sử dụng, Trong nước, 78.000 km, Tp.HCM, Số tự động, Xăng
338000000,https://oto.com.vn/mua-ban-xe-toyota-camry-hcm/can-ban-xe-24g-nam-san-xuat-2004-mau-den-nhap-khau-so-san-aidxc11155813,5," Toyota Camry 2.4G 2004 - 338 triệu
            ", 2004, Sedan, Đã qua sử dụng, Nhập khẩu, 100.000 km, Tp.HCM, Số tay, Xăng
420000000,https://oto.com.vn/mua-ban-xe-toyota-vios-nghe-an/can-ban-gap-15g-san-xuat-2016-aidxc11672522,5," Toyota Vios 1.5G AT 2016 - 420 triệu
            ", 2016, Sedan, Đã qua sử dụng, Trong nước, 80.000 km, Nghệ An, Số tự động, Xăng
645000000,https://oto.com.vn/mua-ban-xe-toyota-yaris-hcm/can-ban-lai-xe-15g-san-xuat-nam-2021-mau-do-nhap-khau-nguyen-chiec-aidxc11672576,5," Toyota Yaris 1.5G 2021 - 645 triệu
            ", 2021, Hatchback, Đã qua sử dụng, Nhập khẩu, 4.000 km, Tp.HCM, Số tự động, Xăng
590000000,https://oto.com.vn/mua-ban-xe-toyota-camry-ba-ria-vung-tau/can-ban-gap-25g-san-xuat-2012-mau-bac-gia-tot-aidxc11691833,5," Toyota Camry 2.5G 2012 - 590 triệu
            ", 2012, Sedan, Đã qua sử dụng, Trong nước, 120.000 km, Bà Rịa Vũng Tàu, Số tự động, Xăng
495000000,https://oto.com.vn/mua-ban-xe-toyota-camry-tay-ninh/ban-20e-nam-san-xuat-2007-mau-vang-xe-nhap-aidxc11692008,4," Toyota Camry 2.0E 2007 - 495 triệu
            ", 2007, Sedan, Đã qua sử dụng, Nhập khẩu, 85.000 km, Tây Ninh, Số tự động, Xăng
605000000,https://oto.com.vn/mua-ban-xe-toyota-corolla-altis-hcm/can-ban-lai-xe-18g-nam-san-xuat-2018-mau-den-aidxc11692076,5," Toyota Corolla Altis 1.8G AT 2018 - 605 triệu
            ", 2018, Sedan, Đã qua sử dụng, Trong nước, 60.000 km, Tp.HCM, Số tự động, Xăng
1180000000,https://oto.com.vn/mua-ban-xe-toyota-camry-hcm/can-ban-gap-25q-mau-trang-nam-san-xuat-2020-nhap-khau-thai-lan-xe-ca-nhan-giu-ky-cuc-dep-aid1xc6729954,5," Toyota Camry 2.5Q 2020 - 1 tỉ 180 triệu
            ", 2020, Sedan, Đã qua sử dụng, Nhập khẩu, 20.000 km, Tp.HCM, Số tự động, Xăng
725000000,https://oto.com.vn/mua-ban-xe-toyota-camry-hcm/xe-20e-nam-san-xuat-2016-mau-den-aidxc11095880,5," Toyota Camry 2.0E 2016 - 725 triệu
            ", 2016, Sedan, Đã qua sử dụng, Trong nước, 73.000 km, Tp.HCM, Số tự động, Xăng
805000000,https://oto.com.vn/mua-ban-xe-toyota-corolla-cross-ha-noi/ban-18g-san-xuat-2021-mau-trang-nhap-khau-gia-canh-tranh-aidxc10333687,5," Toyota Corolla Cross 1.8 G 2021 - 805 triệu
            ", 2021, SUV, Đã qua sử dụng, Nhập khẩu, 4.600 km, Hà Nội, Số tự động, Xăng
525000000,https://oto.com.vn/mua-ban-xe-toyota-vios-phu-tho/ban-15g-at-nam-san-xuat-2021-mau-do-aidxc10333817,5," Toyota Vios 1.5G AT 2021 - 525 triệu
            ", 2021, Sedan, Đã qua sử dụng, Trong nước, 19.000 km, Phú Thọ, Số tự động, Xăng
295000000,https://oto.com.vn/mua-ban-xe-toyota-corolla-altis-ha-noi/xe-18e-mt-nam-2009-mau-bac-aidxc10343986,5," Toyota Corolla Altis 1.8E MT 2009 - 295 triệu
            ", 2009, Sedan, Đã qua sử dụng, Trong nước, 110.000 km, Hà Nội, Số tay, Xăng
70000000,https://oto.com.vn/mua-ban-xe-toyota-corolla-phu-tho/can-ban-gap-16gli-nam-1996-mau-xam-nhap-khau-70tr-aidxc10344261,5," Toyota Corolla 1.6GLi 1996 - 70 triệu
            ", 1996, Sedan, Đã qua sử dụng, Nhập khẩu, 30.000 km, Phú Thọ, Số tay, Xăng
45000000,https://oto.com.vn/mua-ban-xe-toyota-hiace-hung-yen/ban-xe-28mt-san-xuat-2003-mau-xanh-lam-gia-45tr-aidxc10364590,16," Toyota Hiace 2.8 MT 2003 - 45 triệu
            ", 2003, Van/Minivan, Đã qua sử dụng, Trong nước, 150.000 km, Hưng Yên, Số tay, Xăng
655000000,https://oto.com.vn/mua-ban-xe-toyota-fortuner-hcm/ban-o-to-g-san-xuat-2016-mau-bac-aidxc11096312,7," Toyota Fortuner 2.5G 4x2MT 2016 - 655 triệu
            ", 2016, SUV, Đã qua sử dụng, Trong nước, 116.000 km, Tp.HCM, Số tay, Diesel
385000000,https://oto.com.vn/mua-ban-xe-toyota-camry-ha-noi/ban-24g-nam-san-xuat-2008-mau-den-gia-tot-aidxc11115907,5," Toyota Camry 2.4G 2008 - 385 triệu
            ", 2008, Sedan, Đã qua sử dụng, Trong nước, 120.000 km, Hà Nội, Số tự động, Xăng
350000000,https://oto.com.vn/mua-ban-xe-toyota-vios-hcm/can-ban-gap-e-15-mt-san-xuat-2017-mau-trang-aidxc11672681,5," Toyota Vios 1.5E MT 2017 - 350 triệu
            ", 2017, Sedan, Đã qua sử dụng, Trong nước, 68.000 km, Tp.HCM, Số tay, Xăng
290000000,https://oto.com.vn/mua-ban-xe-toyota-camry-binh-duong/ban-24g-nam-san-xuat-2005-aidxc11136085,5," Toyota Camry 2.4G 2005 - 290 triệu
            ", 2005, Sedan, Đã qua sử dụng, Trong nước, 300.000 km, Bình Dương, Số tay, Xăng
730000000,https://oto.com.vn/mua-ban-xe-toyota-fortuner-hcm/xe-sportivo-trd-nam-san-xuat-2016-mau-trang-con-moi-aidxc11672793,7," Toyota Fortuner 2.7V TRD 4x2 2016 - 730 triệu
            ", 2016, SUV, Đã qua sử dụng, Trong nước, 52.000 km, Tp.HCM, Số tự động, Xăng
780000000,https://oto.com.vn/mua-ban-xe-toyota-camry-ha-noi/can-ban-xe-20e-san-xuat-nam-2017-mau-den-gia-chi-780-trieu-aidxc9115395,5," Toyota Camry 2.0E 2017 - 780 triệu
            ", 2017, Sedan, Đã qua sử dụng, Trong nước, 56.000 km, Hà Nội, Số tự động, Xăng
355000000,https://oto.com.vn/mua-ban-xe-toyota-wigo-dong-nai/ban-12g-at-san-xuat-2020-mau-trang-xe-nhap-gia-canh-tranh-aidxc9121132,5," Toyota Wigo 1.2 G AT 2020 - 355 triệu
            ", 2020, Hatchback, Đã qua sử dụng, Nhập khẩu, 7.100 km, Đồng Nai, Số tự động, Xăng
360000000,https://oto.com.vn/mua-ban-xe-toyota-innova-ha-noi/ban-20e-nam-2013-mau-bac-aidxc9121171,8," Toyota Innova 2.0E 2013 - 360 triệu
            ", 2013, MPV, Đã qua sử dụng, Trong nước, 8.000.000 km, Hà Nội, Số tay, Xăng
388000000,https://oto.com.vn/mua-ban-xe-toyota-innova-dong-nai/ban-20-g-nam-2013-mau-bac-aidxc11369070,8," Toyota Innova 2.0G 2013 - 388 triệu
            ", 2013, MPV, Đã qua sử dụng, Trong nước, 130.000 km, Đồng Nai, Số tự động, Xăng
425000000,https://oto.com.vn/mua-ban-xe-toyota-camry-son-la/ban-xe-le-24-nam-san-xuat-2007-aidxc7688039,5," Toyota Camry LE 2.4 2007 - 425 triệu
            ", 2007, Sedan, Đã qua sử dụng, Nhập khẩu, 14.438 km, Sơn La, Số tự động, Xăng
310000000,https://oto.com.vn/mua-ban-xe-toyota-yaris-thanh-hoa/ban-13at-san-xuat-nam-2009-mau-den-nhap-khau-aidxc11573155,5," Toyota Yaris E 1.3 AT 2009 - 310 triệu
            ", 2009, Sedan, Đã qua sử dụng, Nhập khẩu, 100.000 km, Thanh Hóa, Số tự động, Xăng
280000000,https://oto.com.vn/mua-ban-xe-toyota-camry-hcm/xe-20e-san-xuat-nam-2004-mau-bac-nhap-khau-aidxc11642912,4," Toyota Camry 2.0E 2004 - 280 triệu
            ", 2004, Sedan, Đã qua sử dụng, Nhập khẩu, 145.056 km, Tp.HCM, Số tay, Xăng
875000000,https://oto.com.vn/mua-ban-xe-toyota-fortuner-ha-noi/xe-24g-4x2at-san-xuat-nam-2019-mau-nau-nhap-khau-aidxc9108898,8," Toyota Fortuner 2.4G 4x2 AT  2019 - 875 triệu
            ", 2019, SUV, Đã qua sử dụng, Nhập khẩu, 59.000 km, Hà Nội, Số tay, Diesel
789000000,https://oto.com.vn/mua-ban-xe-toyota-innova-binh-duong/ban-20g-san-xuat-nam-2020-aidxc9108934,8," Toyota Innova 2.0G 2020 - 789 triệu
            ", 2020, MPV, Đã qua sử dụng, Trong nước, 12.000 km, Bình Dương, Số tự động, Xăng
400000000,https://oto.com.vn/mua-ban-xe-toyota-innova-da-nang/ban-g-san-xuat-nam-2010-mau-bac-xe-gia-dinh-gia-tot-aidxc11662595,7," Toyota Innova 2.0G 2010 - 400 triệu
            ", 2010, MPV, Đã qua sử dụng, Trong nước, 120.000 km, Đà Nẵng, Số tay, Diesel
355000000,https://oto.com.vn/mua-ban-xe-toyota-vios-ha-noi/xe-15g-at-doi-2017-mau-bac-so-tu-dong-aidxc3432336,5," Toyota Vios 1.5G AT 2017 - 355 triệu
            ", 2017, Sedan, Đã qua sử dụng, Trong nước, 80.000 km, Hà Nội, Số tự động, Xăng
795000000,https://oto.com.vn/mua-ban-xe-toyota-fortuner-hcm/can-ban-gap-24g-4x2-mt-san-xuat-2018-mau-trang-xe-nhap-aidxc3427440,7," Toyota Fortuner 2.4 MT 4x2 2018 - 795 triệu
            ", 2018, SUV, Đã qua sử dụng, Nhập khẩu, 67.000 km, Tp.HCM, Số tay, Diesel
580000000,https://oto.com.vn/mua-ban-xe-toyota-innova-ha-noi/xe-tot-can-ban-xe-20g-at-nam-san-xuat-2018-gia-chi-580-trieu-1-chu-su-dung-ho-tro-kiem-dinh-mien-phi-aidxc3582780,7," Toyota Innova 2.0G 2018 - 580 triệu
            ", 2018, MPV, Đã qua sử dụng, Trong nước, 60.000 km, Hà Nội, Số tay, Xăng
515000000,https://oto.com.vn/mua-ban-xe-toyota-vios-hai-phong/ban-o-to-15g-at-san-xuat-nam-2020-mau-do-aidxc3444855,5," Toyota Vios 1.5G AT 2020 - 515 triệu
            ", 2020, Sedan, Đã qua sử dụng, Trong nước, 13.000 km, Hải Phòng, Số tự động, Xăng
598000000,https://oto.com.vn/mua-ban-xe-toyota-innova-hcm/ban-20g-san-xuat-2017-mau-bac-aidxc8274651,8," Toyota Innova 2.0G 2017 - 598 triệu
            ", 2017, MPV, Đã qua sử dụng, Trong nước, 53.000 km, Tp.HCM, Số tự động, Xăng
250000000,https://oto.com.vn/mua-ban-xe-toyota-vios-ha-noi/ban-15-e-san-xuat-nam-2013-mau-bac-aidxc8286026,5," Toyota Vios 1.5E MT 2013 - 250 triệu
            ", 2013, Sedan, Đã qua sử dụng, Trong nước, 63.000 km, Hà Nội, Số tay, Xăng
520000000,https://oto.com.vn/mua-ban-xe-toyota-fortuner-ha-noi/ban-xe-27at-nam-2014-mau-xam-con-moi-gia-520tr-aidxc8483888,7," Toyota Fortuner 2.7 V 4X2 AT 2014 - 520 triệu
            ", 2014, SUV, Đã qua sử dụng, Trong nước, 95.000 km, Hà Nội, Số tự động, Xăng
505000000,https://oto.com.vn/mua-ban-xe-toyota-fortuner-hcm/can-ban-27v-4x2at-san-xuat-nam-2012-aidxc11075925,7," Toyota Fortuner 2.7 V 4X2 AT 2012 - 505 triệu
            ", 2012, SUV, Đã qua sử dụng, Trong nước, 144.922 km, Tp.HCM, Số tự động, Xăng
275000000,https://oto.com.vn/mua-ban-xe-toyota-wigo-hcm/ban-12-g-mt-nam-san-xuat-2019-mau-trang-xe-nhap-gia-canh-tranh-aidxc11076150,5," Toyota Wigo 1.2 G MT 2019 - 275 triệu
            ", 2019, Hatchback, Đã qua sử dụng, Nhập khẩu, 16.000 km, Tp.HCM, Số tay, Xăng
605000000,https://oto.com.vn/mua-ban-xe-toyota-corolla-altis-hcm/ban-18g-nam-san-xuat-2018-mau-den-aidxc11076426,5," Toyota Corolla Altis 1.8G 2018 - 605 triệu
            ", 2018, Sedan, Đã qua sử dụng, Trong nước, 60.000 km, Tp.HCM, Số tự động, Xăng
