name,brand,source_url,type,origin,km_driven,external_color,seats,engine_capacity,fuels,transmission,wheel_drive,price,year
Honda CR-V,,https://www.sanxehot.vn/mua-ban-xe/honda-cr-v-24at-2014-17202.html,SUV 5 chỗ,Lắp ráp trong nước,21000,Đen,,2.4,Xăng,Tự động,,1060000000,2014
Honda Civic,,https://www.sanxehot.vn/mua-ban-xe/honda-civic-18at-2008-17205.html,Sedan,Lắp ráp trong nước,100000,Đen,,1.8,Xăng,Tự động,,455000000,2008
Honda CR-V,,https://www.sanxehot.vn/mua-ban-xe/honda-cr-v-24at-2014-17206.html,SUV 5 chỗ,Lắp ráp trong nước,23000,Nâu,,2.4,Xăng,Tự động,,1020000000,2014
Honda Civic,,https://www.sanxehot.vn/mua-ban-xe/honda-civic-18at-2007-17271.html,Sedan,Lắp ráp trong nước,100000,Xanh Đen,,1.8,Xăng,Tự động,,425000000,2007
Honda Civic,,https://www.sanxehot.vn/mua-ban-xe/honda-civic-18at-2007-17268.html,Sedan,Lắp ráp trong nước,100000,Bạc,,1.8,Xăng,Tự động,,425000000,2007
Honda Accord,,https://www.sanxehot.vn/mua-ban-xe/honda-accord-20mt-1995-17735.html,Sedan,Nhập khẩu,51000,Vàng cát,,2.0,Xăng,Số sàn,,270000000,1995
Honda Civic,,https://www.sanxehot.vn/mua-ban-xe/honda-civic-18mt-2007-17737.html,Sedan,Lắp ráp trong nước,80000,Ghi xám,,1.8,Xăng,Số sàn,,435000000,2007
Honda CR-V,,https://www.sanxehot.vn/mua-ban-xe/honda-cr-v-24at-2009-17738.html,SUV 5 chỗ,Lắp ráp trong nước,71000,Đen,,2.4,Xăng,Tự động,,720000000,2009
Honda Civic,,https://www.sanxehot.vn/mua-ban-xe/honda-civic-18at-2011-17742.html,Sedan,Lắp ráp trong nước,60000,Đen,,1.8,Xăng,Tự động,,585000000,2011
Honda Civic,,https://www.sanxehot.vn/mua-ban-xe/honda-civic-18at-2010-17743.html,Sedan,Lắp ráp trong nước,54900,Đen,,1.8,Xăng,Tự động,,509000000,2010
Honda Civic,,https://www.sanxehot.vn/mua-ban-xe/honda-civic-18at-2007-17750.html,Sedan,Lắp ráp trong nước,100000,Bạc,,1.8,Xăng,Tự động,,430000000,2007
Honda CR-V,,https://www.sanxehot.vn/mua-ban-xe/honda-cr-v-24at-2009-17744.html,SUV 5 chỗ,Lắp ráp trong nước,40000,Đen,,2.4,Xăng,Tự động,,725000000,2009
Honda CR-V,,https://www.sanxehot.vn/mua-ban-xe/honda-cr-v-24at-2013-17751.html,SUV 5 chỗ,Lắp ráp trong nước,22000,Bạc,,2.4,Xăng,Tự động,,1015000000,2013
Honda CR-V,,https://www.sanxehot.vn/mua-ban-xe/honda-cr-v-24at-2009-17753.html,SUV 5 chỗ,Lắp ráp trong nước,30000,Đen,,2.4,Xăng,Tự động,,660000000,2009
Honda Accord,,https://www.sanxehot.vn/mua-ban-xe/honda-accord-24at-2014-17541.html,Sedan,Nhập khẩu,10000,Đen,,2.4,Xăng,Tự động,,1280000000,2014
Honda Civic,,https://www.sanxehot.vn/mua-ban-xe/honda-civic-18mt-2013-17538.html,Sedan,Lắp ráp trong nước,20000,Đen,,1.8,Xăng,Số sàn,,655000000,2013
Honda Civic,,https://www.sanxehot.vn/mua-ban-xe/honda-civic-20at-2007-17530.html,Sedan,Lắp ráp trong nước,68000,Ghi xám,,2.0,Xăng,Tự động,,465000000,2007
Honda CR-V,,https://www.sanxehot.vn/mua-ban-xe/honda-cr-v-24at-2013-17522.html,SUV 5 chỗ,Lắp ráp trong nước,20000,Bạc,,2.4,Xăng,Tự động,,999000000,2013
Honda Civic,,https://www.sanxehot.vn/mua-ban-xe/honda-civic-20at-2008-17533.html,Sedan,Lắp ráp trong nước,30000,Bạc,,2.0,Xăng,Tự động,,465000000,2008
Honda Civic,,https://www.sanxehot.vn/mua-ban-xe/honda-civic-18at-2007-18029.html,Sedan,Lắp ráp trong nước,51000,Bạc,,1.8,Xăng,Tự động,,450000000,2007
Honda Civic,,https://www.sanxehot.vn/mua-ban-xe/honda-civic-18mt-2007-18030.html,Sedan,Lắp ráp trong nước,100000,Đen,,1.8,Xăng,Số sàn,,435000000,2007
Honda Civic,,https://www.sanxehot.vn/mua-ban-xe/honda-civic-18at-2009-18321.html,Sedan,Lắp ráp trong nước,65000,Đen,,1.8,Xăng,Tự động,,505000000,2009
Honda CR-V,,https://www.sanxehot.vn/mua-ban-xe/honda-cr-v-24at-2009-18320.html,SUV 5 chỗ,Lắp ráp trong nước,67400,Vàng cát,,2.4,Xăng,Tự động,,695000000,2009
Honda CR-V,,https://www.sanxehot.vn/mua-ban-xe/honda-cr-v-24at-2014-17748.html,SUV 5 chỗ,Lắp ráp trong nước,10000,Trắng,,2.4,Xăng,Tự động,,1035000000,2014
Honda CR-V,,https://www.sanxehot.vn/mua-ban-xe/honda-cr-v-24at-2014-18035.html,SUV 5 chỗ,Lắp ráp trong nước,16000,Trắng,,2.4,Xăng,Tự động,,1050000000,2014
Honda CR-V,,https://www.sanxehot.vn/mua-ban-xe/honda-cr-v-24at-2014-18034.html,SUV 5 chỗ,Lắp ráp trong nước,35000,Trắng,,2.4,Xăng,Tự động,,1060000000,2014
Honda Civic,,https://www.sanxehot.vn/mua-ban-xe/honda-civic-20at-2007-17886.html,Sedan,Lắp ráp trong nước,100000,Đen,,2.0,Xăng,Tự động,,465000000,2007
Honda Civic,,https://www.sanxehot.vn/mua-ban-xe/honda-civic-18at-2008-18038.html,Sedan,Lắp ráp trong nước,40000,Đen,,1.8,Xăng,Tự động,,465000000,2008
Honda Accord,,https://www.sanxehot.vn/mua-ban-xe/honda-accord-20at-2009-19382.html,Sedan,Nhập khẩu,40000,Ghi xám,,2.0,Xăng,Tự động,,730000000,2009
Kia Morning,,https://www.sanxehot.vn/mua-ban-xe/kia-morning-11at-2008-19381.html,Hatchback,Nhập khẩu,60000,Bạc,,1.1,Xăng,Tự động,,305000000,2008
Mercedes-Benz C-class,,https://www.sanxehot.vn/mua-ban-xe/mercedes-benz-c200-18at-2009-19380.html,Sedan,Nhập khẩu,40000,Ghi xám,,,Xăng,Tự động,,590000000,2009
Honda Civic,,https://www.sanxehot.vn/mua-ban-xe/honda-civic-18at-2015-18047.html,Sedan,Lắp ráp trong nước,10000,Trắng,,1.8,Xăng,Tự động,,730000000,2015
Honda Civic,,https://www.sanxehot.vn/mua-ban-xe/honda-civic-20at-2008-18998.html,Sedan,Lắp ráp trong nước,100000,Bạc,,2.0,Xăng,Tự động,,460000000,2008
Honda Civic,,https://www.sanxehot.vn/mua-ban-xe/honda-civic-18mt-2009-18999.html,Sedan,Lắp ráp trong nước,67000,Đen,,1.8,Xăng,Số sàn,,435000000,2009
Chevrolet Orlando,,https://www.sanxehot.vn/mua-ban-xe/chevrolet-orlando-20at-2014-19363.html,7 chỗ đa dụng,Lắp ráp trong nước,25000,Bạc,,2.0,Xăng,Tự động,,610000000,2014
Honda Civic,,https://www.sanxehot.vn/mua-ban-xe/honda-civic-18mt-2009-18031.html,Sedan,Lắp ráp trong nước,70000,Đen,,1.8,Xăng,Số sàn,,435000000,2009
Honda CR-V,,https://www.sanxehot.vn/mua-ban-xe/honda-cr-v-24at-2013-18032.html,SUV 5 chỗ,Lắp ráp trong nước,30000,Bạc,,2.4,Xăng,Tự động,,980000000,2013
Honda CR-V,,https://www.sanxehot.vn/mua-ban-xe/honda-cr-v-24at-2013-18033.html,SUV 5 chỗ,Lắp ráp trong nước,46000,Đen,,2.4,Xăng,Tự động,,968000000,2013
Honda Civic,,https://www.sanxehot.vn/mua-ban-xe/honda-civic-18at-2010-18036.html,Sedan,Lắp ráp trong nước,68000,Vàng cát,,1.8,Xăng,Tự động,,546000000,2010
Chevrolet Aveo,,https://www.sanxehot.vn/mua-ban-xe/chevrolet-aveo-lt-15mt-2015-19362.html,Sedan,Lắp ráp trong nước,48700,Trắng,,1.5,Xăng,Số sàn,,395000000,2015
Honda Civic,,https://www.sanxehot.vn/mua-ban-xe/honda-civic-18at-2011-18037.html,Sedan,Lắp ráp trong nước,30000,Bạc,,1.8,Xăng,Tự động,,585000000,2011
Honda Civic,,https://www.sanxehot.vn/mua-ban-xe/honda-civic-20at-2009-18040.html,Sedan,Lắp ráp trong nước,50000,Bạc,,2.0,Xăng,Tự động,,525000000,2009
Honda CR-V,,https://www.sanxehot.vn/mua-ban-xe/honda-cr-v-24at-2010-18041.html,SUV 5 chỗ,Lắp ráp trong nước,60000,Ghi xám,,2.4,Xăng,Tự động,,758000000,2010
Honda Civic,,https://www.sanxehot.vn/mua-ban-xe/honda-civic-18at-2009-18042.html,Sedan,Lắp ráp trong nước,90000,Bạc,,1.8,Xăng,Tự động,,470000000,2009
Honda Civic,,https://www.sanxehot.vn/mua-ban-xe/honda-civic-18at-2007-18044.html,Sedan,Lắp ráp trong nước,86000,Đen,,1.8,Xăng,Tự động,,428000000,2007
Honda Civic,,https://www.sanxehot.vn/mua-ban-xe/honda-civic-18mt-2009-18045.html,Sedan,Lắp ráp trong nước,70000,Đen,,1.8,Xăng,Số sàn,,425000000,2009
Honda Accord,,https://www.sanxehot.vn/mua-ban-xe/honda-accord-20mt-1995-18046.html,Sedan,Nhập khẩu,100000,Đen,,2.0,Xăng,Số sàn,,162000000,1995
Honda Civic,,https://www.sanxehot.vn/mua-ban-xe/honda-civic-18at-2011-18048.html,Sedan,Lắp ráp trong nước,38000,Trắng,,1.8,Xăng,Tự động,,610000000,2011
Honda Odyssey,,https://www.sanxehot.vn/mua-ban-xe/honda-odyssey-35at-2008-17865.html,7 chỗ đa dụng,Nhập khẩu,63000,Xanh Đen,,3.5,Xăng,Tự động,,890000000,2008
Honda Civic,,https://www.sanxehot.vn/mua-ban-xe/honda-civic-20at-2007-18043.html,Sedan,Lắp ráp trong nước,70000,Bạc,,2.0,Xăng,Tự động,,440000000,2007
Honda Civic,,https://www.sanxehot.vn/mua-ban-xe/honda-civic-18at-2009-17531.html,Sedan,Lắp ráp trong nước,45000,Đen,,1.8,Xăng,Tự động,,508000000,2009
Honda CR-V,,https://www.sanxehot.vn/mua-ban-xe/honda-cr-v-24at-2009-18039.html,SUV 5 chỗ,Lắp ráp trong nước,67000,Vàng cát,,2.4,Xăng,Tự động,,695000000,2009
Honda Civic,,https://www.sanxehot.vn/mua-ban-xe/honda-civic-18at-2007-18255.html,Sedan,Lắp ráp trong nước,60000,Xanh Dương,,1.8,Xăng,Tự động,,446000000,2007
Honda Accord,,https://www.sanxehot.vn/mua-ban-xe/honda-accord-18mt-1992-18257.html,Sedan,Nhập khẩu,77000,Đen,,1.8,Xăng,Số sàn,,120000000,1992
Honda Civic,,https://www.sanxehot.vn/mua-ban-xe/honda-civic-18at-2011-18262.html,Sedan,Lắp ráp trong nước,47000,Ghi xám,,1.8,Xăng,Tự động,,550000000,2011
Honda City,,https://www.sanxehot.vn/mua-ban-xe/honda-city-15mt-2013-18300.html,Sedan,Lắp ráp trong nước,76000,Ghi xám,,1.5,Xăng,Số sàn,,475000000,2013
Honda Civic,,https://www.sanxehot.vn/mua-ban-xe/honda-civic-18mt-2007-18303.html,Sedan,Nhập khẩu,27000,Đỏ,,1.8,Xăng,Số sàn,,365000000,2007
Honda CR-V,,https://www.sanxehot.vn/mua-ban-xe/honda-cr-v-24at-2011-18306.html,SUV 5 chỗ,Lắp ráp trong nước,68000,Ghi xám,,2.4,Xăng,Tự động,,786000000,2011
Honda City,,https://www.sanxehot.vn/mua-ban-xe/honda-city-15at-2013-18307.html,Sedan,Lắp ráp trong nước,42000,Trắng,,1.5,Xăng,Tự động,,493000000,2013
Honda Civic,,https://www.sanxehot.vn/mua-ban-xe/honda-civic-20at-2008-18310.html,Sedan,Lắp ráp trong nước,10000,Đen,,2.0,Xăng,Tự động,,450000000,2008
Honda City,,https://www.sanxehot.vn/mua-ban-xe/honda-city-15at-2014-18322.html,Sedan,Lắp ráp trong nước,17000,Ghi xám,,1.5,Xăng,Tự động,,550000000,2014
Honda Civic,,https://www.sanxehot.vn/mua-ban-xe/honda-civic-18at-2010-18324.html,Sedan,Lắp ráp trong nước,50094,Trắng,,1.8,Xăng,Tự động,,545000000,2010
Honda CR-V,,https://www.sanxehot.vn/mua-ban-xe/honda-cr-v-24at-2010-18325.html,SUV 5 chỗ,Lắp ráp trong nước,50000,Bạc,,2.4,Xăng,Tự động,,770000000,2010
Honda Civic,,https://www.sanxehot.vn/mua-ban-xe/honda-civic-20at-2008-18326.html,Sedan,Lắp ráp trong nước,80000,Bạc,,2.0,Xăng,Tự động,,485000000,2008
Honda CR-V,,https://www.sanxehot.vn/mua-ban-xe/honda-cr-v-24at-2012-18327.html,SUV 5 chỗ,Lắp ráp trong nước,64000,Bạc,,2.4,Xăng,Tự động,,895000000,2012
Honda Civic,,https://www.sanxehot.vn/mua-ban-xe/honda-civic-20at-2007-18328.html,Sedan,Lắp ráp trong nước,67000,Đen,,2.0,Xăng,Tự động,,468000000,2007
Honda CR-V,,https://www.sanxehot.vn/mua-ban-xe/honda-cr-v-24at-2007-18329.html,SUV 5 chỗ,Lắp ráp trong nước,42000,Đen,,2.4,Xăng,Tự động,,635000000,2007
Honda Odyssey,,https://www.sanxehot.vn/mua-ban-xe/honda-odyssey-35at-2008-18330.html,7 chỗ đa dụng,Lắp ráp trong nước,66000,Xanh Đen,,3.5,Xăng,Tự động,,890000000,2008
Honda Civic,,https://www.sanxehot.vn/mua-ban-xe/honda-civic-18at-2007-18331.html,Sedan,Lắp ráp trong nước,50000,Bạc,,1.8,Xăng,Tự động,,450000000,2007
Honda City,,https://www.sanxehot.vn/mua-ban-xe/honda-city-15at-2013-18332.html,Sedan,Lắp ráp trong nước,45000,Trắng,,1.5,Xăng,Tự động,,515000000,2013
Honda Civic,,https://www.sanxehot.vn/mua-ban-xe/honda-civic-20at-2010-18333.html,Sedan,Lắp ráp trong nước,85000,Bạc,,2.0,Xăng,Tự động,,545000000,2010
Honda CR-V,,https://www.sanxehot.vn/mua-ban-xe/honda-cr-v-24at-2014-18334.html,SUV 5 chỗ,Lắp ráp trong nước,23000,Trắng,,2.4,Xăng,Tự động,,1050000000,2014
Honda Civic,,https://www.sanxehot.vn/mua-ban-xe/honda-civic-18at-2009-18335.html,Sedan,Lắp ráp trong nước,62000,Vàng cát,,1.8,Xăng,Tự động,,495000000,2009
Honda City,,https://www.sanxehot.vn/mua-ban-xe/honda-city-15at-2015-18336.html,Sedan,Lắp ráp trong nước,28000,Xanh Dương,,1.5,Xăng,Tự động,,569000000,2015
Honda CR-V,,https://www.sanxehot.vn/mua-ban-xe/honda-cr-v-24at-2013-18337.html,SUV 5 chỗ,Lắp ráp trong nước,22000,Đen,,2.4,Xăng,Tự động,,980000000,2013
Honda CR-V,,https://www.sanxehot.vn/mua-ban-xe/honda-cr-v-24at-2014-18338.html,SUV 5 chỗ,Lắp ráp trong nước,20000,Đen,,2.4,Xăng,Tự động,,1060000000,2014
Honda Civic,,https://www.sanxehot.vn/mua-ban-xe/honda-civic-20at-2006-18339.html,Sedan,Lắp ráp trong nước,56000,Bạc,,2.0,Xăng,Tự động,,420000000,2006
Honda CR-V,,https://www.sanxehot.vn/mua-ban-xe/honda-cr-v-24at-2014-18340.html,SUV 5 chỗ,Lắp ráp trong nước,30000,Trắng,,2.4,Xăng,Tự động,,1025000000,2014
Honda Civic,,https://www.sanxehot.vn/mua-ban-xe/honda-civic-20at-2009-18341.html,Sedan,Lắp ráp trong nước,50000,Bạc,,2.0,Xăng,Tự động,,525000000,2009
Honda CR-V,,https://www.sanxehot.vn/mua-ban-xe/honda-cr-v-24at-2007-18342.html,SUV 5 chỗ,Nhập khẩu,10000,Đen,,2.4,Xăng,Tự động,,640000000,2007
Honda CR-V,,https://www.sanxehot.vn/mua-ban-xe/honda-cr-v-24at-2016-18343.html,SUV 5 chỗ,Lắp ráp trong nước,3000,Đỏ,,2.4,Xăng,Tự động,,1155000000,2016
Honda Accord,,https://www.sanxehot.vn/mua-ban-xe/honda-accord-24at-2008-18344.html,Sedan,Lắp ráp trong nước,68000,Đen,,2.4,Xăng,Tự động,,680000000,2008
Honda CR-V,,https://www.sanxehot.vn/mua-ban-xe/honda-cr-v-24at-2013-18345.html,SUV 5 chỗ,Lắp ráp trong nước,45000,Đen,,2.4,Xăng,Tự động,,995000000,2013
Honda Civic,,https://www.sanxehot.vn/mua-ban-xe/honda-civic-20at-2011-18346.html,Sedan,Lắp ráp trong nước,68000,Trắng,,2.0,Xăng,Tự động,,485000000,2011
Honda Civic,,https://www.sanxehot.vn/mua-ban-xe/honda-civic-18mt-2010-18347.html,Sedan,Lắp ráp trong nước,65000,Đen,,1.8,Xăng,Số sàn,,475000000,2010
Honda Civic,,https://www.sanxehot.vn/mua-ban-xe/honda-civic-20at-2006-18348.html,Sedan,Lắp ráp trong nước,130000,Đen,,2.0,Xăng,Tự động,,430000000,2006
Honda City,,https://www.sanxehot.vn/mua-ban-xe/honda-city-15at-2013-18349.html,Sedan,Lắp ráp trong nước,20000,Xanh Đen,,1.5,Xăng,Tự động,,520000000,2013
Honda Civic,,https://www.sanxehot.vn/mua-ban-xe/honda-civic-18at-2009-18350.html,Sedan,Lắp ráp trong nước,29000,Đen,,1.8,Xăng,Tự động,,518000000,2009
Honda Civic,,https://www.sanxehot.vn/mua-ban-xe/honda-civic-20at-2012-18351.html,Sedan,Lắp ráp trong nước,40000,Ghi xám,,2.0,Xăng,Tự động,,570000000,2012
Honda Civic,,https://www.sanxehot.vn/mua-ban-xe/honda-civic-20at-2008-18356.html,Sedan,Lắp ráp trong nước,63000,Bạc,,2.0,Xăng,Tự động,,500000000,2008
Honda CR-V,,https://www.sanxehot.vn/mua-ban-xe/honda-cr-v-24at-2013-18357.html,SUV 5 chỗ,Lắp ráp trong nước,30000,Nâu,,2.4,Xăng,Tự động,,980000000,2013
Honda CR-V,,https://www.sanxehot.vn/mua-ban-xe/honda-cr-v-24at-2014-18358.html,SUV 5 chỗ,Nhập khẩu,30000,Bạc,,2.4,Xăng,Tự động,,980000000,2014
Honda Civic,,https://www.sanxehot.vn/mua-ban-xe/honda-civic-20at-2009-18359.html,Sedan,Lắp ráp trong nước,88000,Đen,,2.0,Xăng,Tự động,,520000000,2009
Honda Civic,,https://www.sanxehot.vn/mua-ban-xe/honda-civic-20at-2011-18528.html,Sedan,Lắp ráp trong nước,55000,Đen,,2.0,Xăng,Tự động,,610000000,2011
Honda CR-V,,https://www.sanxehot.vn/mua-ban-xe/honda-cr-v-24at-2012-18530.html,SUV 5 chỗ,Lắp ráp trong nước,64000,Bạc,,2.4,Xăng,Tự động,,895000000,2012
Honda Civic,,https://www.sanxehot.vn/mua-ban-xe/honda-civic-20at-2013-18531.html,Sedan,Lắp ráp trong nước,65000,Đen,,2.0,Xăng,Tự động,,670000000,2013
Honda City,,https://www.sanxehot.vn/mua-ban-xe/honda-city-15at-2013-18532.html,Sedan,Lắp ráp trong nước,39000,Trắng,,1.5,Xăng,Tự động,,493000000,2013
Honda Civic,,https://www.sanxehot.vn/mua-ban-xe/honda-civic-20at-2008-18535.html,Sedan,Lắp ráp trong nước,58000,Bạc,,2.0,Xăng,Tự động,,500000000,2008
Honda CR-V,,https://www.sanxehot.vn/mua-ban-xe/honda-cr-v-24at-2015-18536.html,SUV 5 chỗ,Lắp ráp trong nước,6000,Bạc,,2.4,Xăng,Tự động,,995000000,2015
Honda CR-V,,https://www.sanxehot.vn/mua-ban-xe/honda-cr-v-24at-2016-18537.html,SUV 5 chỗ,Lắp ráp trong nước,4569,Trắng,,2.4,Xăng,Tự động,,1160000000,2016
Honda City,,https://www.sanxehot.vn/mua-ban-xe/honda-city-15at-2016-18538.html,Sedan,Lắp ráp trong nước,5000,Trắng,,1.5,Xăng,Tự động,,585000000,2016
Honda CR-V,,https://www.sanxehot.vn/mua-ban-xe/honda-cr-v-24at-2012-18539.html,SUV 5 chỗ,Lắp ráp trong nước,60000,Nâu,,2.4,Xăng,Tự động,,830000000,2012
Honda CR-V,,https://www.sanxehot.vn/mua-ban-xe/honda-cr-v-24at-2012-18540.html,SUV 5 chỗ,Lắp ráp trong nước,58000,Nâu,,2.4,Xăng,Tự động,,845000000,2012
Honda Civic,,https://www.sanxehot.vn/mua-ban-xe/honda-civic-18mt-2008-18541.html,Sedan,Lắp ráp trong nước,95000,Bạc,,1.8,Xăng,Số sàn,,425000000,2008
Honda Civic,,https://www.sanxehot.vn/mua-ban-xe/honda-civic-20at-2008-18542.html,Sedan,Nhập khẩu,65000,Bạc,,2.0,Xăng,Tự động,,465000000,2008
Honda Civic,,https://www.sanxehot.vn/mua-ban-xe/honda-civic-18mt-2009-18543.html,Sedan,Lắp ráp trong nước,120000,Vàng cát,,1.8,Xăng,Số sàn,,420000000,2009
Honda CR-V,,https://www.sanxehot.vn/mua-ban-xe/honda-cr-v-20at-2014-18544.html,SUV 5 chỗ,Lắp ráp trong nước,16000,Trắng,,2.0,Xăng,Tự động,,960000000,2014
Honda Civic,,https://www.sanxehot.vn/mua-ban-xe/honda-civic-20at-2008-18545.html,Sedan,Lắp ráp trong nước,50000,Bạc,,2.0,Xăng,Tự động,,495000000,2008
Honda City,,https://www.sanxehot.vn/mua-ban-xe/honda-city-15at-2014-18556.html,Sedan,Nhập khẩu,25000,Bạc,,1.5,Xăng,Tự động,,552000000,2014
Honda Civic,,https://www.sanxehot.vn/mua-ban-xe/honda-civic-20at-2009-18558.html,Sedan,Lắp ráp trong nước,45000,Đen,,2.0,Xăng,Tự động,,505000000,2009
Honda CR-V,,https://www.sanxehot.vn/mua-ban-xe/honda-cr-v-24at-2014-18559.html,SUV 5 chỗ,Lắp ráp trong nước,20000,Đen,,2.4,Xăng,Tự động,,1070000000,2014
Honda Civic,,https://www.sanxehot.vn/mua-ban-xe/honda-civic-20at-2010-18561.html,Sedan,Lắp ráp trong nước,50000,Ghi xám,,2.0,Xăng,Tự động,,565000000,2010
Honda CR-V,,https://www.sanxehot.vn/mua-ban-xe/honda-cr-v-24at-2015-18563.html,SUV 5 chỗ,Lắp ráp trong nước,10700,Đen,,2.4,Xăng,Tự động,,1145000000,2015
Honda CR-V,,https://www.sanxehot.vn/mua-ban-xe/honda-cr-v-20at-2008-18565.html,SUV 5 chỗ,Nhập khẩu,50000,Đen,,2.0,Xăng,Tự động,,659000000,2008
Honda CR-V,,https://www.sanxehot.vn/mua-ban-xe/honda-cr-v-24at-2016-18566.html,SUV 5 chỗ,Lắp ráp trong nước,1000,Trắng,,2.4,Xăng,Tự động,,1220000000,2016
Honda CR-V,,https://www.sanxehot.vn/mua-ban-xe/honda-cr-v-24at-2014-18534.html,SUV 5 chỗ,Lắp ráp trong nước,19000,Trắng,,2.4,Xăng,Tự động,,1055000000,2014
Honda Civic,,https://www.sanxehot.vn/mua-ban-xe/honda-civic-20at-2007-18533.html,Sedan,Lắp ráp trong nước,39000,Đen,,2.0,Xăng,Tự động,,439000000,2007
Honda Civic,,https://www.sanxehot.vn/mua-ban-xe/honda-civic-20at-2007-18546.html,Sedan,Nhập khẩu,65000,Đen,,2.0,Xăng,Tự động,,430000000,2007
Honda CR-V,,https://www.sanxehot.vn/mua-ban-xe/honda-cr-v-24at-2015-18816.html,SUV 5 chỗ,Nhập khẩu,4866,Trắng,,2.4,Xăng,Tự động,,1158000000,2015
Honda CR-V,,https://www.sanxehot.vn/mua-ban-xe/honda-cr-v-20at-2015-18817.html,SUV 5 chỗ,Lắp ráp trong nước,10000,Đen,,2.0,Xăng,Tự động,,1020000000,2015
Honda CR-V,,https://www.sanxehot.vn/mua-ban-xe/honda-cr-v-24at-2011-18820.html,SUV 5 chỗ,Lắp ráp trong nước,65000,Đen,,2.4,Xăng,Tự động,,798000000,2011
Honda CR-V,,https://www.sanxehot.vn/mua-ban-xe/honda-cr-v-24at-2015-18821.html,SUV 5 chỗ,Lắp ráp trong nước,6623,Nâu,,2.4,Xăng,Tự động,,1145000000,2015
Honda Accord,,https://www.sanxehot.vn/mua-ban-xe/honda-accord-24mt-2008-18822.html,Sedan,Nhập khẩu,60000,Đen,,2.4,Xăng,Số sàn,,650000000,2008
Honda Civic,,https://www.sanxehot.vn/mua-ban-xe/honda-civic-20at-2010-18823.html,Sedan,Lắp ráp trong nước,60000,Đen,,2.0,Xăng,Tự động,,562000000,2010
Honda Civic,,https://www.sanxehot.vn/mua-ban-xe/honda-civic-18at-2015-18825.html,Sedan,Lắp ráp trong nước,9000,Trắng,,1.8,Xăng,Tự động,,730000000,2015
Honda Accord,,https://www.sanxehot.vn/mua-ban-xe/honda-accord-24at-2014-18834.html,Sedan,Nhập khẩu,15408,Đen,,2.4,Xăng,Tự động,,1280000000,2014
Honda Civic,,https://www.sanxehot.vn/mua-ban-xe/honda-civic-18at-2008-18835.html,Sedan,Lắp ráp trong nước,90000,Bạc,,1.8,Xăng,Tự động,,455000000,2008
Honda CR-V,,https://www.sanxehot.vn/mua-ban-xe/honda-cr-v-24at-2014-18836.html,SUV 5 chỗ,Lắp ráp trong nước,20000,Trắng,,2.4,Xăng,Tự động,,1080000000,2014
Honda City,,https://www.sanxehot.vn/mua-ban-xe/honda-city-15mt-2014-18837.html,Sedan,Lắp ráp trong nước,56326,Trắng,,1.5,Xăng,Số sàn,,492000000,2014
Honda Civic,,https://www.sanxehot.vn/mua-ban-xe/honda-civic-18at-2009-18838.html,Sedan,Lắp ráp trong nước,60000,Đen,,1.8,Xăng,Tự động,,510000000,2009
Honda Odyssey,,https://www.sanxehot.vn/mua-ban-xe/honda-odyssey-35at-2008-18839.html,7 chỗ đa dụng,Nhập khẩu,61258,Ghi xám,,3.5,Xăng,Tự động,,685000000,2008
Honda CR-V,,https://www.sanxehot.vn/mua-ban-xe/honda-cr-v-24at-2013-18841.html,SUV 5 chỗ,Lắp ráp trong nước,27131,Trắng,,2.4,Xăng,Tự động,,960000000,2013
